Unnamed: 0,CustomerID,Age,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,CityTier_2,CityTier_3,PreferredPropertyStar_4.0,PreferredPropertyStar_5.0
3835,203835,0.19409643476043628,-1.0223483545293546,0.07044338794332428,1.2501474076987915,1.4572141331619168,0,-0.04461390529109929,0,2.0,-0.37866822225485514,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True
321,200321,-0.6817251857997048,-0.3078180750276035,0.07044338794332428,-0.736612360917421,0.9184429785096649,0,-0.778343789919219,0,0.0,-0.14327652499580015,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
804,200804,1.179395757890595,-1.141436734446313,-1.3208977863630988,-2.7233721295336335,-0.15909933079483887,0,-0.778343789919219,0,0.0,2.030895254435511,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
4086,204086,-0.024858970379599003,-0.665083214778479,-1.3208977863630988,0.25676752339068526,1.4572141331619168,0,0.6891159793370204,1,1.0,-0.5579477542919198,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
4770,204770,-1.7765022114998812,-1.141436734446313,0.07044338794332428,1.2501474076987915,-0.15909933079483887,0,-0.04461390529109929,0,1.0,-0.3379228740646132,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
3245,203245,1.507828865600648,-1.0223483545293546,0.07044338794332428,0.25676752339068526,0.9184429785096649,1,-0.778343789919219,0,1.0,0.05672492697801609,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
3806,203806,0.9604403527505597,-1.0223483545293546,0.07044338794332428,0.25676752339068526,1.4572141331619168,0,-1.5120736745473389,1,2.0,0.21295423346745812,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
3205,203205,-0.024858970379599003,0.763977344225023,0.07044338794332428,0.25676752339068526,-0.6978704854470907,0,0.6891159793370204,0,1.0,0.08140496645324836,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
3503,203503,-0.13433667294961663,-0.18872969511064502,1.4617845622497474,0.25676752339068526,-0.15909933079483887,0,-0.04461390529109929,1,1.0,-0.48437329698839715,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
4654,204654,-0.13433667294961663,0.1685354446402305,0.07044338794332428,0.25676752339068526,-0.15909933079483887,0,1.4228458639651402,0,1.0,-0.1321006580636195,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2012,202012,0.08461873219041863,-1.141436734446313,-1.3208977863630988,-0.736612360917421,0.9184429785096649,1,-1.5120736745473389,0,1.0,-0.07016772881445173,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
203,200203,0.3035741373304539,1.1212424839758985,-1.3208977863630988,-0.736612360917421,-1.2366416400993427,1,-0.778343789919219,1,1.0,-1.2622602015803879,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1017,201017,-1.1196359960797753,0.1685354446402305,0.07044338794332428,-0.736612360917421,-1.2366416400993427,0,1.4228458639651402,1,2.0,-1.411737421798304,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
997,200997,-1.1196359960797753,0.8830657241419815,-1.3208977863630988,-0.736612360917421,-0.6978704854470907,1,1.4228458639651402,1,0.0,-1.3430524062776106,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2063,202063,-0.13433667294961663,-1.141436734446313,-1.3208977863630988,-0.736612360917421,-1.2366416400993427,0,1.4228458639651402,1,1.0,-0.6832105961567779,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1390,201390,-1.0101582935097577,0.8830657241419815,-1.3208977863630988,0.25676752339068526,1.4572141331619168,0,-0.04461390529109929,0,1.0,-1.349338831426962,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4823,204823,-1.8859799140698987,-0.42690645494456203,1.4617845622497474,0.25676752339068526,-0.6978704854470907,1,0.6891159793370204,1,1.0,-0.34700326594701,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
4829,204829,-1.6670245089298634,1.1212424839758985,1.4617845622497474,0.25676752339068526,-0.6978704854470907,1,1.4228458639651402,0,2.0,-0.4329177429881487,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
1658,201658,-0.3532920780896519,-0.903259974612396,-1.3208977863630988,0.25676752339068526,-0.6978704854470907,0,0.6891159793370204,0,1.0,0.3223845971783937,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
4675,204675,-0.024858970379599003,0.763977344225023,0.07044338794332428,0.25676752339068526,-0.6978704854470907,0,0.6891159793370204,0,2.0,0.08140496645324836,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
3596,203596,-1.6670245089298634,-0.42690645494456203,1.4617845622497474,0.25676752339068526,-0.15909933079483887,0,-1.5120736745473389,1,2.0,-0.31836510693329706,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
3146,203146,-0.6817251857997048,-0.06964131519368652,1.4617845622497474,0.25676752339068526,1.9959852878141686,0,-0.04461390529109929,1,1.0,0.6471832298948939,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
3476,203476,0.3035741373304539,-0.7841715946954375,0.07044338794332428,1.2501474076987915,0.379671823857413,1,-0.04461390529109929,0,1.0,-0.19519774011822277,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
2960,202960,-1.4480691037898283,-0.5459948348615206,0.07044338794332428,-0.736612360917421,0.379671823857413,0,0.6891159793370204,0,2.0,-0.3877486141372519,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
3822,203822,0.6320072450405068,0.40671220447414747,1.4617845622497474,0.25676752339068526,0.9184429785096649,1,-1.5120736745473389,0,1.0,0.14031109840828387,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
4118,204118,0.19409643476043628,2.4312146630624416,1.4617845622497474,0.25676752339068526,-0.6978704854470907,1,-0.04461390529109929,1,3.0,0.5095803682924196,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
3354,203354,-1.4480691037898283,-1.0223483545293546,0.07044338794332428,0.25676752339068526,-0.15909933079483887,0,0.6891159793370204,0,2.0,-0.7593461896322586,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1035,201035,-0.6817251857997048,-0.18872969511064502,0.07044338794332428,-2.7233721295336335,-1.2366416400993427,0,-1.5120736745473389,0,2.0,-1.4094091161874331,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
541,200541,-0.13433667294961663,-0.18872969511064502,0.07044338794332428,-1.7299922452255274,-1.2366416400993427,0,-0.04461390529109929,0,0.0,0.8266955924930456,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2071,202071,0.3035741373304539,0.763977344225023,-1.3208977863630988,0.25676752339068526,1.9959852878141686,0,1.4228458639651402,0,0.0,-0.7144098913424489,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
2682,202682,-0.46276978065966956,-0.5459948348615206,0.07044338794332428,0.25676752339068526,0.379671823857413,0,-0.04461390529109929,1,1.0,-0.12884103020840015,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
1446,201446,-0.3532920780896519,2.1930379032285248,0.07044338794332428,0.25676752339068526,-0.6978704854470907,0,1.4228458639651402,1,0.0,-0.3376900435035261,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2824,202824,-1.3385914012198106,0.1685354446402305,1.4617845622497474,0.25676752339068526,-0.15909933079483887,1,-0.778343789919219,0,3.0,-0.05223977561074527,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
1510,201510,-0.24381437551963428,-0.665083214778479,0.07044338794332428,-0.736612360917421,-0.6978704854470907,0,0.6891159793370204,1,1.0,-1.4461963448391946,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4671,204671,-0.24381437551963428,-1.0223483545293546,1.4617845622497474,-1.7299922452255274,-0.6978704854470907,0,1.4228458639651402,0,2.0,1.2201792407302394,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
4875,204875,-0.13433667294961663,-0.903259974612396,1.4617845622497474,0.25676752339068526,-0.15909933079483887,1,-0.04461390529109929,1,1.0,-0.05480091178270333,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
4001,204001,1.6173065681706655,0.04944706472327198,1.4617845622497474,0.25676752339068526,0.9184429785096649,0,-0.04461390529109929,1,1.0,-0.560974551586052,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3411,203411,0.41305183990047156,-1.0223483545293546,0.07044338794332428,0.25676752339068526,0.9184429785096649,0,-1.5120736745473389,1,2.0,-0.4883314165268778,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
4117,204117,0.41305183990047156,1.240330863892857,-1.3208977863630988,0.25676752339068526,-0.6978704854470907,1,-1.5120736745473389,1,1.0,-0.4059093979020455,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
681,200681,0.08461873219041863,-1.141436734446313,0.07044338794332428,-0.736612360917421,-0.6978704854470907,0,0.6891159793370204,1,2.0,1.2618559111648298,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
4167,204167,0.6320072450405068,1.00215410405894,0.07044338794332428,-1.7299922452255274,0.9184429785096649,1,-1.5120736745473389,1,2.0,0.47977805647327115,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
2193,202193,0.9604403527505597,-0.3078180750276035,0.07044338794332428,-0.736612360917421,1.9959852878141686,0,-1.5120736745473389,1,1.0,0.6245986654694454,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
4752,204752,0.6320072450405068,0.40671220447414747,0.07044338794332428,0.25676752339068526,-0.6978704854470907,1,1.4228458639651402,1,2.0,2.1591848935945013,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
4886,204886,-1.9658986369460114,0.04944706472327198,0.07044338794332428,0.25676752339068526,-0.15909933079483887,0,1.4228458639651402,0,2.0,-0.669007931930465,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
4453,204453,1.507828865600648,-0.06964131519368652,0.07044338794332428,0.25676752339068526,-0.6978704854470907,0,-1.5120736745473389,0,2.0,-0.14187954162927757,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False
3322,203322,0.6320072450405068,-0.7841715946954375,1.4617845622497474,-1.7299922452255274,-0.6978704854470907,0,-0.778343789919219,0,3.0,0.4162153132964937,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
4182,204182,0.9604403527505597,1.3594192438098154,1.4617845622497474,0.25676752339068526,-0.6978704854470907,1,-0.04461390529109929,1,2.0,2.098183286589682,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
626,200626,-0.5722474832296872,-0.18872969511064502,0.07044338794332428,-2.7233721295336335,1.4572141331619168,0,-0.04461390529109929,1,2.0,-0.695550615894394,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
544,200544,1.0699180553205774,-0.7841715946954375,-1.3208977863630988,-0.736612360917421,-1.2366416400993427,1,1.4228458639651402,1,1.0,1.305628056649204,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1456,201456,-0.24381437551963428,1.00215410405894,0.07044338794332428,-0.736612360917421,-0.6978704854470907,1,-0.04461390529109929,1,0.0,-0.5758757074956262,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1171,201171,0.3035741373304539,-0.3078180750276035,0.07044338794332428,-0.736612360917421,0.379671823857413,1,-0.04461390529109929,0,1.0,-1.3961377742054686,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
2579,202579,-0.024858970379599003,-0.3078180750276035,0.07044338794332428,0.25676752339068526,2.53475644246642,0,0.6891159793370204,1,2.0,0.10631783648956773,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2464,202464,-1.3385914012198106,0.287623824557189,1.4617845622497474,-0.736612360917421,-0.6978704854470907,0,-0.04461390529109929,1,3.0,-0.1102145853214324,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
3008,203008,0.9604403527505597,-0.7841715946954375,0.07044338794332428,2.243527292006898,-0.6978704854470907,0,1.4228458639651402,0,1.0,0.5000343152878486,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
903,200903,-0.9006805909397401,-0.3078180750276035,-1.3208977863630988,-0.736612360917421,-0.6978704854470907,1,-0.04461390529109929,0,0.0,-0.3584119634402777,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2944,202944,-0.46276978065966956,0.04944706472327198,1.4617845622497474,0.25676752339068526,-0.15909933079483887,1,1.4228458639651402,1,3.0,0.42785684135084856,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
4491,204491,0.08461873219041863,0.1685354446402305,0.07044338794332428,0.25676752339068526,-0.6978704854470907,1,-0.04461390529109929,1,1.0,-0.3963633448974745,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
3077,203077,-0.024858970379599003,-0.06964131519368652,1.4617845622497474,1.2501474076987915,-0.6978704854470907,0,-0.778343789919219,1,3.0,-0.4988087917757971,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2001,202001,-0.5722474832296872,-0.7841715946954375,-1.3208977863630988,-0.736612360917421,0.379671823857413,0,-1.5120736745473389,1,0.0,0.6977074616507939,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
3103,203103,-0.9006805909397401,-0.42690645494456203,1.4617845622497474,0.25676752339068526,-0.15909933079483887,0,-0.04461390529109929,1,1.0,0.09863442797369353,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
2604,202604,-1.5575468063598459,1.240330863892857,1.4617845622497474,0.25676752339068526,-0.15909933079483887,0,-0.778343789919219,0,2.0,-0.503232572436452,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
641,200641,-0.5722474832296872,-0.5459948348615206,-1.3208977863630988,-0.736612360917421,-0.6978704854470907,0,-0.04461390529109929,1,1.0,-0.3814621889879003,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
3645,203645,-1.4480691037898283,-0.06964131519368652,1.4617845622497474,1.2501474076987915,-0.15909933079483887,1,0.6891159793370204,1,3.0,-0.11533685766534853,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
4581,204581,0.5225295424704892,-0.7841715946954375,0.07044338794332428,2.243527292006898,1.4572141331619168,1,-0.04461390529109929,0,2.0,-0.3972946671418229,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2750,202750,-0.46276978065966956,-0.18872969511064502,1.4617845622497474,1.2501474076987915,-0.15909933079483887,0,-0.04461390529109929,1,3.0,0.23274483115986136,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
4834,204834,-0.24381437551963428,-0.903259974612396,0.07044338794332428,2.243527292006898,-0.15909933079483887,0,-0.04461390529109929,0,2.0,-0.009398952370719436,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
62,200062,1.3983511630306302,-0.3078180750276035,-1.3208977863630988,0.25676752339068526,1.4572141331619168,1,0.6891159793370204,1,1.0,2.4627959452520756,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
3392,203392,-0.6817251857997048,1.00215410405894,1.4617845622497474,0.25676752339068526,-0.15909933079483887,1,0.6891159793370204,0,3.0,1.7303110000720687,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
3711,203711,-0.24381437551963428,0.1685354446402305,0.07044338794332428,0.25676752339068526,-0.15909933079483887,1,-1.5120736745473389,1,2.0,-0.11254289093230337,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3262,203262,-0.5722474832296872,1.3594192438098154,1.4617845622497474,-1.7299922452255274,-0.6978704854470907,0,1.4228458639651402,1,2.0,-0.39426786984769063,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
4325,204325,2.383650486160789,-0.18872969511064502,0.07044338794332428,0.25676752339068526,1.9959852878141686,0,1.4228458639651402,1,1.0,2.5961799170876527,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
4048,204048,-1.1196359960797753,1.9548611433946077,1.4617845622497474,0.25676752339068526,-0.15909933079483887,0,0.6891159793370204,1,2.0,-0.359110455123539,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1057,201057,-0.9006805909397401,0.40671220447414747,-1.3208977863630988,-0.736612360917421,1.4572141331619168,0,-0.04461390529109929,0,1.0,-0.5581805848530068,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False
1624,201624,-0.5722474832296872,-0.18872969511064502,-1.3208977863630988,-0.736612360917421,-0.6978704854470907,0,0.6891159793370204,1,1.0,0.19456061914157746,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
1944,201944,-1.4480691037898283,1.5975960036437324,-1.3208977863630988,-2.7233721295336335,-0.6978704854470907,1,0.6891159793370204,0,0.0,-1.2659854905577814,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3035,203035,-0.3532920780896519,0.8830657241419815,1.4617845622497474,0.25676752339068526,1.9959852878141686,0,-0.04461390529109929,1,1.0,0.19549194138592585,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
656,200656,-0.5722474832296872,1.8357727634776495,-1.3208977863630988,-0.736612360917421,-0.6978704854470907,1,1.4228458639651402,1,0.0,-1.2496873512816846,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
104,200104,-0.024858970379599003,-0.903259974612396,0.07044338794332428,0.25676752339068526,1.4572141331619168,0,-0.778343789919219,0,1.0,-0.6983445826274391,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
4389,204389,-1.1196359960797753,2.312126283145483,1.4617845622497474,0.25676752339068526,-0.15909933079483887,0,-0.04461390529109929,0,1.0,0.4162153132964937,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
3478,203478,0.9604403527505597,1.3594192438098154,1.4617845622497474,2.243527292006898,0.379671823857413,1,-0.04461390529109929,0,1.0,1.4823464525143104,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
3764,203764,0.6320072450405068,0.1685354446402305,0.07044338794332428,0.25676752339068526,0.9184429785096649,0,0.6891159793370204,1,1.0,-0.36050743849006156,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4428,204428,-0.3532920780896519,-0.665083214778479,1.4617845622497474,0.25676752339068526,-0.15909933079483887,1,1.4228458639651402,1,1.0,-0.26458124732217764,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
3116,203116,0.6320072450405068,0.6448889643080645,1.4617845622497474,1.2501474076987915,-0.6978704854470907,0,-0.04461390529109929,0,1.0,0.409696057586055,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
187,200187,1.9457396758807184,0.525800584391106,0.07044338794332428,-1.7299922452255274,-1.2366416400993427,0,-0.778343789919219,0,2.0,2.4586049951525077,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
3491,203491,-0.3532920780896519,-0.18872969511064502,0.07044338794332428,0.25676752339068526,-0.6978704854470907,0,-0.04461390529109929,0,1.0,-0.025929922207903317,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
1648,201648,0.9604403527505597,-1.141436734446313,0.07044338794332428,-0.736612360917421,-0.6978704854470907,0,-1.5120736745473389,1,2.0,0.5333290855233035,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
2512,202512,-0.13433667294961663,-1.0223483545293546,1.4617845622497474,0.25676752339068526,1.4572141331619168,0,-0.778343789919219,0,2.0,-0.5332677148166874,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4631,204631,-1.0101582935097577,0.8830657241419815,0.07044338794332428,0.25676752339068526,-0.6978704854470907,0,-1.5120736745473389,1,1.0,-0.3896112586259487,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1443,201443,0.5225295424704892,-0.903259974612396,-1.3208977863630988,-0.736612360917421,1.4572141331619168,0,-0.04461390529109929,1,1.0,2.495392223804269,True,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
4220,204220,-0.46276978065966956,-0.18872969511064502,1.4617845622497474,1.2501474076987915,-0.15909933079483887,0,-0.04461390529109929,1,1.0,0.23274483115986136,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
1161,201161,0.08461873219041863,-0.903259974612396,-1.3208977863630988,0.25676752339068526,0.379671823857413,1,1.4228458639651402,1,1.0,-0.0946149377285969,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1077,201077,-0.9006805909397401,-1.141436734446313,0.07044338794332428,0.25676752339068526,1.9959852878141686,0,-0.04461390529109929,0,2.0,-1.3505029842323977,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
2934,202934,0.19409643476043628,-1.0223483545293546,0.07044338794332428,0.25676752339068526,0.9184429785096649,0,-0.778343789919219,1,2.0,-0.4343147263546713,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
4253,204253,-1.0101582935097577,-0.06964131519368652,0.07044338794332428,0.25676752339068526,-0.15909933079483887,0,-1.5120736745473389,0,2.0,0.4027111407534421,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
897,200897,2.383650486160789,-0.7841715946954375,-1.3208977863630988,0.25676752339068526,1.4572141331619168,0,-0.04461390529109929,0,0.0,-0.6964819381387424,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
3057,203057,-0.24381437551963428,-0.665083214778479,0.07044338794332428,0.25676752339068526,-0.6978704854470907,0,-0.778343789919219,1,2.0,-0.17401015905929695,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2664,202664,-0.024858970379599003,-0.42690645494456203,1.4617845622497474,0.25676752339068526,-0.6978704854470907,0,-0.778343789919219,0,3.0,0.332861972427313,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
2717,202717,0.08461873219041863,-0.3078180750276035,1.4617845622497474,0.25676752339068526,1.4572141331619168,0,-0.04461390529109929,0,1.0,0.46976634234652603,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2133,202133,-1.7765022114998812,1.00215410405894,0.07044338794332428,-0.736612360917421,-0.6978704854470907,0,-0.04461390529109929,1,2.0,-1.2734360685125685,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2160,202160,-0.6817251857997048,0.287623824557189,-1.3208977863630988,-0.736612360917421,-1.2366416400993427,1,0.6891159793370204,1,0.0,-0.5372258343551681,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1245,201245,-1.4480691037898283,0.04944706472327198,-1.3208977863630988,-0.736612360917421,-1.2366416400993427,0,0.6891159793370204,1,1.0,-1.4010272159882977,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3989,203989,-0.5722474832296872,-0.06964131519368652,1.4617845622497474,0.25676752339068526,-0.15909933079483887,0,1.4228458639651402,1,3.0,-0.014055563592461373,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
296,200296,-1.9658986369460114,-0.7841715946954375,-1.3208977863630988,-0.736612360917421,-0.6978704854470907,0,0.6891159793370204,0,0.0,-1.5104575796992332,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
498,200498,-1.6670245089298634,-0.42690645494456203,0.07044338794332428,-0.736612360917421,-1.2366416400993427,0,-0.778343789919219,1,0.0,-1.2548096236256008,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3062,203062,-1.229113698649793,-0.7841715946954375,1.4617845622497474,-1.7299922452255274,-0.6978704854470907,0,-0.778343789919219,1,3.0,-0.24688612467955828,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
3637,203637,0.19409643476043628,-0.7841715946954375,0.07044338794332428,1.2501474076987915,-0.15909933079483887,0,-1.5120736745473389,1,1.0,-0.47599139678926167,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
2963,202963,-0.7912028883697224,-1.0223483545293546,1.4617845622497474,2.243527292006898,-0.15909933079483887,0,-0.778343789919219,1,1.0,-0.4107988396848745,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4479,204479,-1.4480691037898283,0.1685354446402305,1.4617845622497474,-1.7299922452255274,-0.15909933079483887,0,-1.5120736745473389,0,2.0,-0.22802684923150343,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
4082,204082,0.19409643476043628,-1.0223483545293546,0.07044338794332428,1.2501474076987915,1.4572141331619168,0,-1.5120736745473389,0,2.0,0.9782682877607457,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
4739,204739,-0.7912028883697224,-0.06964131519368652,1.4617845622497474,1.2501474076987915,-0.15909933079483887,1,-0.04461390529109929,1,2.0,0.13309335101458386,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2162,202162,-0.5722474832296872,-0.7841715946954375,0.07044338794332428,-0.736612360917421,-0.6978704854470907,0,-1.5120736745473389,1,0.0,-0.3346632462093938,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2897,202897,-1.1196359960797753,1.00215410405894,0.07044338794332428,0.25676752339068526,-0.6978704854470907,1,1.4228458639651402,0,2.0,-0.4059093979020455,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4552,204552,-1.229113698649793,-0.5459948348615206,0.07044338794332428,1.2501474076987915,-0.15909933079483887,0,-0.04461390529109929,1,2.0,-0.053171097855093656,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True
2680,202680,-0.3532920780896519,-0.7841715946954375,0.07044338794332428,0.25676752339068526,-0.6978704854470907,0,-0.04461390529109929,1,1.0,-0.41382563697900676,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
